         360
   gj         fig        sg         vg         ssv        ssv1       ttv        ttp        vg1        xp         yp         sg1        cp         t          f          d1         d2         xd1        yd1
   2.321288   0.374105   1.194378   1.800000   0.482094   0.433360   0.818917   0.162627   1.714382  -0.802864   0.222022   1.244347  -1.939107   0.179408  -0.005015   0.001306   0.000967  -0.803075   0.223311
   2.338741   0.363963   1.188743   1.800000   0.495273   0.446659   0.818326   0.171944   1.714588  -0.808697   0.221037   1.238432  -1.939813   0.178124  -0.004952   0.001274   0.000944  -0.808915   0.222293
   2.356194   0.353918   1.183163   1.800000   0.508705   0.460212   0.817383   0.181614   1.714796  -0.814464   0.220007   1.232573  -1.940525   0.176786  -0.004887   0.001243   0.000920  -0.814688   0.221229
   2.373648   0.343972   1.177637   1.800000   0.522397   0.474027   0.816574   0.191149   1.715005  -0.820163   0.218932   1.226774  -1.941243   0.175394  -0.004819   0.001211   0.000897  -0.820393   0.220122
   2.391101   0.334128   1.172169   1.800000   0.536357   0.488109   0.815397   0.201053   1.715216  -0.825792   0.217814   1.221034  -1.941967   0.173948  -0.004749   0.001180   0.000874  -0.826028   0.218971
   2.408554   0.324389   1.166757   1.800000   0.550591   0.502468   0.814333   0.210844   1.715429  -0.831350   0.216653   1.215356  -1.942696   0.172449  -0.004676   0.001149   0.000851  -0.831591   0.217777
   2.426008   0.314756   1.161406   1.800000   0.565108   0.517110   0.812881   0.221022   1.715643  -0.836835   0.215450   1.209741  -1.943430   0.170897  -0.004601   0.001118   0.000828  -0.837080   0.216541
   2.443461   0.305232   1.156115   1.800000   0.579917   0.532043   0.811522   0.231108   1.715858  -0.842244   0.214206   1.204191  -1.944169   0.169292  -0.004524   0.001087   0.000805  -0.842493   0.215265
   2.460914   0.295820   1.150887   1.800000   0.595025   0.547278   0.809753   0.241604   1.716075  -0.847577   0.212922   1.198706  -1.944913   0.167633  -0.004445   0.001057   0.000783  -0.847830   0.213948
   2.478368   0.286522   1.145721   1.800000   0.610442   0.562822   0.808052   0.252031   1.716293  -0.852831   0.211598   1.193288  -1.945661   0.165922  -0.004364   0.001026   0.000760  -0.853086   0.212592
   2.495821   0.277340   1.140620   1.800000   0.626178   0.578686   0.805916   0.262894   1.716512  -0.858004   0.210236   1.187938  -1.946414   0.164157  -0.004281   0.000996   0.000738  -0.858263   0.211198
   2.513274   0.268277   1.135584   1.800000   0.642244   0.594880   0.803824   0.273713   1.716732  -0.863095   0.208837   1.182658  -1.947170   0.162339  -0.004196   0.000966   0.000715  -0.863356   0.209767
   2.530727   0.259334   1.130616   1.800000   0.658648   0.611413   0.801265   0.284998   1.716954  -0.868102   0.207401   1.177449  -1.947931   0.160468  -0.004108   0.000936   0.000693  -0.868365   0.208299
   2.548181   0.250514   1.125716   1.800000   0.675404   0.628299   0.798722   0.296268   1.717176  -0.873023   0.205929   1.172313  -1.948695   0.158543  -0.004020   0.000906   0.000671  -0.873288   0.206796
   2.565634   0.241818   1.120886   1.800000   0.692523   0.645548   0.795677   0.308040   1.717400  -0.877857   0.204422   1.167249  -1.949462   0.156564  -0.003929   0.000877   0.000649  -0.878123   0.205258
   2.583087   0.233250   1.116125   1.800000   0.710018   0.663173   0.792616   0.319828   1.717624  -0.882602   0.202882   1.162261  -1.950233   0.154530  -0.003836   0.000847   0.000627  -0.882869   0.203686
   2.600541   0.224811   1.111437   1.800000   0.727901   0.681188   0.789011   0.332159   1.717849  -0.887256   0.201309   1.157348  -1.951006   0.152440  -0.003742   0.000818   0.000606  -0.887523   0.202082
   2.617994   0.216503   1.106821   1.800000   0.746188   0.699606   0.785353   0.344544   1.718075  -0.891818   0.199704   1.152512  -1.951782   0.150295  -0.003646   0.000789   0.000584  -0.892085   0.200447
   2.635447   0.208329   1.102281   1.800000   0.764893   0.718443   0.781101   0.357522   1.718302  -0.896286   0.198068   1.147754  -1.952560   0.148092  -0.003549   0.000760   0.000563  -0.896552   0.198780
   2.652900   0.200289   1.097813   1.800000   0.784032   0.737714   0.776753   0.370597   1.718529  -0.900658   0.196402   1.143076  -1.953341   0.145830  -0.003450   0.000732   0.000542  -0.900923   0.197084
   2.670354   0.192386   1.093424   1.800000   0.803623   0.757437   0.771751   0.384326   1.718756  -0.904932   0.194708   1.138477  -1.954124   0.143508  -0.003349   0.000704   0.000521  -0.905196   0.195360
   2.687807   0.184623   1.089109   1.800000   0.823682   0.777629   0.766600   0.398203   1.718985  -0.909108   0.192986   1.133961  -1.954908   0.141123  -0.003247   0.000676   0.000500  -0.909370   0.193608
   2.705260   0.176999   1.084875   1.800000   0.844230   0.798310   0.760723   0.412807   1.719213  -0.913183   0.191236   1.129526  -1.955694   0.138672  -0.003144   0.000648   0.000480  -0.913442   0.191830
   2.722714   0.169519   1.080719   1.800000   0.865287   0.819500   0.754633   0.427623   1.719442  -0.917155   0.189462   1.125175  -1.956481   0.136151  -0.003039   0.000620   0.000459  -0.917412   0.190026
   2.740167   0.162182   1.076642   1.800000   0.886874   0.841221   0.747726   0.443256   1.719671  -0.921024   0.187662   1.120909  -1.957269   0.133555  -0.002933   0.000593   0.000439  -0.921278   0.188198
   2.757620   0.154992   1.072649   1.800000   0.909016   0.863496   0.740528   0.459181   1.719900  -0.924786   0.185840   1.116728  -1.958058   0.130877  -0.002826   0.000566   0.000419  -0.925037   0.186347
   2.775074   0.147949   1.068734   1.800000   0.931737   0.886350   0.732399   0.476037   1.720130  -0.928442   0.183994   1.112633  -1.958847   0.128106  -0.002717   0.000539   0.000399  -0.928689   0.184473
   2.792527   0.141055   1.064906   1.800000   0.955064   0.909811   0.723878   0.493285   1.720359  -0.931988   0.182127   1.108626  -1.959637   0.125228  -0.002607   0.000512   0.000380  -0.932230   0.182579
   2.809980   0.134312   1.061161   1.800000   0.979026   0.933906   0.714279   0.511610   1.720589  -0.935423   0.180240   1.104706  -1.960426   0.122218  -0.002496   0.000486   0.000360  -0.935661   0.180664
   2.827433   0.127721   1.057496   1.800000   1.003655   0.958668   0.704155   0.530461   1.720818  -0.938745   0.178334   1.100876  -1.961216   0.119035  -0.002383   0.000460   0.000341  -0.938978   0.178731
   2.844887   0.121284   1.053923   1.800000   1.028984   0.984130   0.692760   0.550582   1.721048  -0.941953   0.176410   1.097135  -1.962005   0.115559  -0.002269   0.000434   0.000322  -0.942180   0.176780
   2.862340   0.115001   1.050432   1.800000   1.055049   1.010328   0.680659   0.571410   1.721277  -0.945043   0.174468   1.093486  -1.962793   0.111649  -0.002154   0.000409   0.000303  -0.945264   0.174812
   2.879793   0.108876   1.047027   1.800000   1.081890   1.037302   0.667021   0.593775   1.721505  -0.948015   0.172511   1.089927  -1.963580   0.107391  -0.002038   0.000383   0.000284  -0.948230   0.172828
   2.897247   0.102908   1.043715   1.800000   1.109550   1.065095   0.652417   0.617106   1.721734  -0.950866   0.170538   1.086461  -1.964367   0.102957  -0.001920   0.000358   0.000265  -0.951073   0.170831
   2.914700   0.097099   1.040487   1.800000   1.138074   1.093752   0.635892   0.642358   1.721962  -0.953593   0.168552   1.083087  -1.965151   0.098388  -0.001801   0.000334   0.000247  -0.953792   0.168819
   2.932153   0.091450   1.037337   1.800000   1.167515   1.123325   0.618002   0.668974   1.722189  -0.956193   0.166553   1.079807  -1.965935   0.093678  -0.001680   0.000309   0.000229  -0.956385   0.166795
   2.949606   0.085963   1.034279   1.800000   1.197928   1.153869   0.597595   0.698108   1.722416  -0.958664   0.164541   1.076621  -1.966716   0.088843  -0.001558   0.000285   0.000211  -0.958847   0.164760
   2.967060   0.080639   1.031328   1.800000   1.229373   1.185445   0.575136   0.729293   1.722642  -0.961001   0.162519   1.073530  -1.967495   0.083899  -0.001435   0.000261   0.000193  -0.961175   0.162713
   2.984513   0.075478   1.028487   1.800000   1.261918   1.218121   0.549104   0.764051   1.722867  -0.963200   0.160485   1.070535  -1.968272   0.078862  -0.001310   0.000237   0.000176  -0.963364   0.160656
   3.001966   0.070482   1.025714   1.800000   1.295636   1.251970   0.519554   0.802329   1.723092  -0.965256   0.158440   1.067635  -1.969046   0.073749  -0.001183   0.000213   0.000158  -0.965409   0.158588
   3.019420   0.065651   1.023018   1.800000   1.330610   1.287074   0.484050   0.846559   1.723316  -0.967161   0.156384   1.064832  -1.969817   0.068585  -0.001039   0.000190   0.000141  -0.967303   0.156509
   3.036873   0.060987   1.020422   1.800000   1.366931   1.323524   0.438930   0.900406   1.723539  -0.968900   0.154312   1.062127  -1.970586   0.063420  -0.000897   0.000167   0.000123  -0.969031   0.154415
   3.054326   0.056491   1.017913   1.778943   1.392932   1.349654   0.376501   0.971562   1.703595  -0.970456   0.152207   1.059509  -1.902237   0.058315   0.155692   0.000148   0.000110  -0.970578   0.152291
   3.071779   0.052163   1.015427   1.712908   1.394436   1.351286   0.313722   1.043067   1.640568  -0.971834   0.150020   1.056925  -1.691463   0.053275   0.298177   0.000142   0.000106  -0.971956   0.150092
   3.089233   0.048004   1.012941   1.625899   1.383325   1.340302   0.266062   1.099454   1.557432  -0.973075   0.147738   1.054326  -1.425595   0.048239   0.308709   0.000142   0.000107  -0.973202   0.147802
   3.106686   0.044015   1.010433   1.542169   1.373309   1.330413   0.233818   1.140424   1.477415  -0.974220   0.145367   1.051694  -1.182755   0.043125   0.264021   0.000143   0.000107  -0.974350   0.145427
   3.124139   0.040197   1.007899   1.473275   1.372460   1.329690   0.205236   1.177733   1.411591  -0.975279   0.142945   1.049050  -0.992590   0.037931   0.256910   0.000139   0.000104  -0.975407   0.142998
   3.141593   0.036549   1.005365   1.404851   1.371944   1.329299   0.174270   1.217426   1.346201  -0.976243   0.140482   1.046405  -0.812257   0.032689   0.256832   0.000135   0.000101  -0.976370   0.140528
   3.159046   0.033073   1.002830   1.336403   1.371437   1.328916   0.145011   1.255411   1.280770  -0.977111   0.137982   1.043759  -0.640371   0.027415   0.256766   0.000131   0.000098  -0.977236   0.138023
   3.176499   0.029770   1.000293   1.267900   1.370912   1.328515   0.115853   1.293296   1.215268  -0.977884   0.135450   1.041112  -0.476877   0.022117   0.257010   0.000127   0.000095  -0.978006   0.135485
   3.193953   0.026639   0.997754   1.199351   1.370370   1.328096   0.087819   1.330056   1.149706  -0.978563   0.132891   1.038464  -0.321824   0.016797   0.256990   0.000123   0.000092  -0.978682   0.132920
   3.211406   0.023681   0.995215   1.130803   1.369844   1.327691   0.060065   1.366537   1.084127  -0.979147   0.130308   1.035816  -0.175331   0.011443   0.256938   0.000119   0.000089  -0.979263   0.130332
   3.228859   0.020896   0.992676   1.062251   1.369328   1.327296   0.033001   1.402328   1.018528  -0.979637   0.127706   1.033168  -0.037399   0.006173   0.256920   0.000114   0.000086  -0.979750   0.127725
   3.246312   0.018286   0.990137   0.993694   1.368818   1.326905   0.006165   1.437891   0.952907  -0.980035   0.125087   1.030520   0.091969   0.000000   0.256941   0.000110   0.000082  -0.980144   0.125102
   3.263766   0.015849   0.987597   0.925129   1.368304   1.326511  -0.020267   1.473049   0.887261  -0.980340   0.122457   1.027871   0.212768   0.004207   0.256981   0.000105   0.000079  -0.980444   0.122467
   3.281219   0.013587   0.985058   0.856558   1.367785   1.326109  -0.046521   1.508030   0.821594  -0.980552   0.119817   1.025223   0.324983   0.009691   0.257026   0.000100   0.000075  -0.980652   0.119824
   3.298672   0.011498   0.982518   0.787988   1.367259   1.325699  -0.072579   1.542814   0.755910  -0.980672   0.117173   1.022576   0.428599   0.014892   0.257094   0.000095   0.000072  -0.980767   0.117175
   3.316126   0.009585   0.979979   0.719422   1.366723   1.325279  -0.098503   1.577465   0.690215  -0.980700   0.114526   1.019929   0.523603   0.020111   0.257131   0.000090   0.000068  -0.980790   0.114526
   3.333579   0.007845   0.977440   0.650880   1.366196   1.324865  -0.124394   1.612083   0.624528  -0.980637   0.111881   1.017284   0.609965   0.025280   0.257127   0.000085   0.000064  -0.980722   0.111878
   3.351032   0.006281   0.974903   0.582372   1.365686   1.324468  -0.150220   1.646635   0.558856  -0.980482   0.109241   1.014639   0.687680   0.030399   0.257140   0.000080   0.000060  -0.980561   0.109235
   3.368485   0.004890   0.972366   0.513885   1.365170   1.324065  -0.176222   1.681364   0.493190  -0.980236   0.106609   1.011996   0.756764   0.035460   0.257317   0.000074   0.000055  -0.980309   0.106601
   3.385939   0.003674   0.969830   0.445412   1.364614   1.323618  -0.202193   1.716062   0.427521  -0.979899   0.103989   1.009354   0.817225   0.040459   0.257531   0.000068   0.000051  -0.979966   0.103980
   3.403392   0.002632   0.967296   0.376983   1.364062   1.323175  -0.228433   1.751029   0.361880  -0.979471   0.101384   1.006714   0.869043   0.045409   0.257837   0.000061   0.000046  -0.979532   0.101373
   3.420845   0.001764   0.964764   0.308615   1.363558   1.322780  -0.254692   1.786014   0.296283  -0.978953   0.098797   1.004076   0.912216   0.050278   0.257202   0.000061   0.000046  -0.979013   0.098784
   3.438299   0.001069   0.962233   0.240293   1.363059   1.322386  -0.281527   1.821576   0.230716  -0.978344   0.096233   1.001440   0.946770   0.054985   0.257202   0.000061   0.000046  -0.978404   0.096218
   3.455752   0.000548   0.959704   0.172002   1.362447   1.321880  -0.308415   1.857191   0.165164  -0.977646   0.093694   0.998807   0.972721   0.059477   0.257202   0.000061   0.000046  -0.977704   0.093676
   3.473205   0.000199   0.957177   0.103777   1.361788   1.321323  -0.335947   1.893449   0.099661  -0.976857   0.091183   0.996175   0.990068   0.063790   0.257202   0.000061   0.000046  -0.976915   0.091164
   3.490659   0.000024   0.954653   0.035633   1.361125   1.320763  -0.363271   1.929499   0.034223  -0.975978   0.088705   0.993546   0.998829   0.067989   0.257202   0.000061   0.000046  -0.976036   0.088684
   3.508112   0.000020   0.952132  -0.032445   1.361125   1.320863  -0.391709   1.966664  -0.031165  -0.975011   0.086264   0.990920   0.999029   0.072099   0.257202   0.000061   0.000046  -0.975067   0.086241
   3.525565   0.000187   0.949612  -0.100471   1.360635   1.320472  -0.420959   2.004641  -0.096516  -0.973955   0.083865   0.988299   0.990685   0.076143   0.257202   0.000061   0.000046  -0.974010   0.083839
   3.543018   0.000525   0.947097  -0.168385   1.359922   1.319856  -0.450994   2.043402  -0.161772  -0.972808   0.081511   0.985680   0.973830   0.080128   0.257202   0.000061   0.000046  -0.972862   0.081483
   3.560472   0.001034   0.944586  -0.236190   1.359210   1.319240  -0.481277   2.082413  -0.226935  -0.971573   0.079205   0.983065   0.948500   0.084052   0.257202   0.000061   0.000046  -0.971626   0.079176
   3.577925   0.001711   0.942076  -0.303941   1.358700   1.318823  -0.512893   2.122755  -0.292060  -0.970248   0.076954   0.980452   0.914701   0.087912   0.257202   0.000061   0.000046  -0.970300   0.076922
   3.595378   0.002558   0.939567  -0.371689   1.358429   1.318645  -0.545150   2.163739  -0.357192  -0.968836   0.074761   0.977845   0.872414   0.091703   0.258020   0.000061   0.000046  -0.968886   0.074728
   3.612832   0.003573   0.937064  -0.439274   1.357934   1.318241  -0.579809   2.207124  -0.422179  -0.967335   0.072635   0.975241   0.821765   0.095420   0.257492   0.000067   0.000050  -0.967389   0.072595
   3.630285   0.004754   0.934568  -0.506669   1.357264   1.317659  -0.614318   2.250360  -0.486995  -0.965746   0.070578   0.972642   0.762836   0.099061   0.257328   0.000073   0.000055  -0.965803   0.070532
   3.647738   0.006102   0.932075  -0.573976   1.356663   1.317146  -0.651887   2.296655  -0.551736  -0.964069   0.068598   0.970048   0.695587   0.102616   0.257607   0.000079   0.000059  -0.964128   0.068545
   3.665191   0.007615   0.929583  -0.641706   1.356918   1.317486  -0.684155   2.337650  -0.616895  -0.962310   0.066697   0.967458   0.619441   0.106080   0.263509   0.000084   0.000063  -0.962370   0.066639
   3.682645   0.009292   0.927142  -0.722934   1.376040   1.336691  -0.723805   2.386026  -0.695040  -0.960491   0.064891   0.964894   0.516920   0.109419   0.295178   0.000084   0.000063  -0.960548   0.064830
   3.700098   0.011133   0.924746  -0.807247   1.395464   1.356198  -0.793926   2.464874  -0.776163  -0.958609   0.063245   0.962395   0.397571   0.112567   0.279958   0.000085   0.000064  -0.958662   0.063179
   3.717551   0.013135   0.922352  -0.873636   1.391259   1.352072  -0.888966   2.568641  -0.840064  -0.956611   0.061798   0.959927   0.294293   0.115521   0.180600   0.000093   0.000069  -0.956661   0.061720
   3.735005   0.015299   0.919919  -0.900000   1.344219   1.305110  -0.986037   2.674439  -0.865482  -0.954414   0.060547   0.957399   0.250942   0.118334   0.000298   0.000114   0.000084  -0.954465   0.060446
   3.752458   0.017622   0.917336  -0.900000   1.272995   1.233963  -1.050717   2.747846  -0.865547  -0.951974   0.059437   0.954719   0.250828   0.121087   0.000344   0.000143   0.000106  -0.952029   0.059304
   3.769911   0.020104   0.914559  -0.900000   1.206580   1.167622  -1.092787   2.798642  -0.865612  -0.949298   0.058408   0.951852   0.250716   0.123829   0.000416   0.000174   0.000129  -0.949357   0.058244
   3.787364   0.022742   0.911627  -0.900000   1.144374   1.105488  -1.124704   2.839286  -0.865674  -0.946407   0.057444   0.948804   0.250608   0.126556   0.000468   0.000204   0.000151  -0.946467   0.057249
   3.804818   0.025537   0.908562  -0.900000   1.085884   1.047068  -1.149149   2.872457  -0.865735  -0.943309   0.056536   0.945576   0.250503   0.129264   0.000514   0.000235   0.000174  -0.943372   0.056309
   3.822271   0.028486   0.905295  -0.900000   1.030699   0.991951  -1.168125   2.900160  -0.865794  -0.940013   0.055678   0.942170   0.250400   0.131949   0.000556   0.000267   0.000198  -0.940077   0.055418
   3.839724   0.031588   0.901830  -0.900000   0.978473   0.939792  -1.183114   2.923876  -0.865852  -0.936524   0.054864   0.938587   0.250301   0.134608   0.000593   0.000300   0.000222  -0.936589   0.054571
   3.857178   0.034841   0.898198  -0.900000   0.928912   0.890295  -1.194632   2.944120  -0.865907  -0.932847   0.054091   0.934830   0.250205   0.137236   0.000625   0.000333   0.000247  -0.932912   0.053764
   3.874631   0.038245   0.894422  -0.900000   0.881764   0.843209  -1.203693   2.961908  -0.865961  -0.928986   0.053355   0.930900   0.250111   0.139831   0.000653   0.000367   0.000272  -0.929052   0.052994
   3.892084   0.041797   0.890477  -0.900000   0.836813   0.798318  -1.210352   2.977294  -0.866013  -0.924945   0.052654   0.926798   0.250021   0.142389   0.000678   0.000401   0.000297  -0.925011   0.052258
   3.909538   0.045495   0.886364  -0.900000   0.793868   0.755431  -1.215382   2.991050  -0.866063  -0.920727   0.051985   0.922528   0.249934   0.144908   0.000698   0.000437   0.000323  -0.920793   0.051553
   3.926991   0.049339   0.882098  -0.900000   0.752765   0.714384  -1.218657   3.003052  -0.866112  -0.916336   0.051347   0.918090   0.249850   0.147385   0.000715   0.000472   0.000350  -0.916401   0.050879
   3.944444   0.053326   0.877663  -0.900000   0.713358   0.675031  -1.220801   3.013923  -0.866158  -0.911773   0.050736   0.913486   0.249770   0.149817   0.000727   0.000509   0.000377  -0.911838   0.050232
   3.961897   0.057455   0.873079  -0.900000   0.675519   0.637244  -1.221610   3.023458  -0.866203  -0.907042   0.050153   0.908720   0.249692   0.152203   0.000736   0.000546   0.000404  -0.907107   0.049610
   3.979351   0.061723   0.868334  -0.900000   0.639133   0.600907  -1.221612   3.032186  -0.866246  -0.902147   0.049594   0.903792   0.249618   0.154539   0.000742   0.000584   0.000432  -0.902210   0.049014
   3.996804   0.066130   0.863440  -0.900000   0.604098   0.565920  -1.220566   3.039867  -0.866287  -0.897088   0.049058   0.898706   0.249547   0.156824   0.000743   0.000622   0.000461  -0.897151   0.048439
   4.014257   0.070672   0.858391  -0.900000   0.570323   0.532189  -1.218931   3.046959  -0.866326  -0.891870   0.048545   0.893462   0.249479   0.159056   0.000742   0.000661   0.000489  -0.891932   0.047887
   4.031711   0.075349   0.853197  -0.900000   0.537725   0.499634  -1.216453   3.053208  -0.866363  -0.886494   0.048052   0.888064   0.249414   0.161233   0.000736   0.000700   0.000519  -0.886556   0.047354
   4.049164   0.080158   0.847851  -0.900000   0.506230   0.468180  -1.213541   3.059022  -0.866399  -0.880964   0.047578   0.882513   0.249353   0.163354   0.000727   0.000740   0.000548  -0.881025   0.046841
   4.066617   0.085097   0.842365  -0.900000   0.475770   0.437759  -1.209937   3.064145  -0.866432  -0.875282   0.047123   0.876813   0.249295   0.165416   0.000715   0.000780   0.000578  -0.875342   0.046345
   4.084070   0.090164   0.836734  -0.900000   0.446285   0.408310  -1.206009   3.068944  -0.866464  -0.869450   0.046685   0.870965   0.249241   0.167417   0.000699   0.000821   0.000608  -0.869509   0.045865
   4.101524   0.095357   0.830965  -0.900000   0.417718   0.379778  -1.201504   3.073165  -0.866493  -0.863471   0.046262   0.864971   0.249190   0.169357   0.000679   0.000863   0.000639  -0.863530   0.045402
   4.118977   0.100675   0.825056  -0.900000   0.390019   0.352111  -1.196756   3.077144  -0.866521  -0.857348   0.045855   0.858835   0.249142   0.171233   0.000656   0.000905   0.000670  -0.857407   0.044952
   4.136430   0.106114   0.819012  -0.900000   0.363141   0.325262  -1.191519   3.080634  -0.866546  -0.851084   0.045462   0.852558   0.249097   0.173045   0.000629   0.000947   0.000702  -0.851142   0.044517
   4.153884   0.111672   0.812837  -0.900000   0.337040   0.299189  -1.186101   3.083942  -0.866570  -0.844681   0.045082   0.846144   0.249057   0.174789   0.000598   0.000990   0.000733  -0.844738   0.044094
   4.171337   0.117348   0.806529  -0.900000   0.311678   0.273851  -1.180263   3.086831  -0.866592  -0.838141   0.044715   0.839594   0.249019   0.176466   0.000564   0.001033   0.000765  -0.838198   0.043683
   4.188790   0.123139   0.800095  -0.900000   0.287017   0.249213  -1.174291   3.089586  -0.866611  -0.831468   0.044358   0.832911   0.248985   0.178073   0.000526   0.001077   0.000798  -0.831524   0.043283
   4.206243   0.129043   0.793536  -0.900000   0.263025   0.225241  -1.167953   3.091975  -0.866629  -0.824665   0.044012   0.826099   0.248954   0.179608   0.000485   0.001121   0.000830  -0.824720   0.042893
   4.223697   0.135057   0.786853  -0.900000   0.239668   0.201903  -1.161519   3.094267  -0.866645  -0.817733   0.043676   0.819159   0.248927   0.181071   0.000440   0.001166   0.000863  -0.817789   0.042512
   4.241150   0.141179   0.780051  -0.900000   0.216920   0.179170  -1.154763   3.096237  -0.866658  -0.810677   0.043349   0.812095   0.248903   0.182460   0.000391   0.001210   0.000897  -0.810732   0.042140
   4.258603   0.147407   0.773131  -0.900000   0.194751   0.157015  -1.147938   3.098139  -0.866670  -0.803498   0.043030   0.804909   0.248883   0.183774   0.000339   0.001256   0.000930  -0.803552   0.041776
   4.276057   0.153738   0.766096  -0.900000   0.173139   0.135413  -1.140828   3.099756  -0.866680  -0.796200   0.042719   0.797604   0.248867   0.185010   0.000283   0.001301   0.000964  -0.796254   0.041419
   4.293510   0.160170   0.758950  -0.900000   0.152057   0.114341  -1.133672   3.101327  -0.866687  -0.788785   0.042415   0.790183   0.248853   0.186167   0.000223   0.001347   0.000998  -0.788839   0.041068
   4.310963   0.166700   0.751695  -0.900000   0.131486   0.093776  -1.126261   3.102642  -0.866693  -0.781256   0.042116   0.782649   0.248844   0.187244   0.000159   0.001393   0.001032  -0.781311   0.040724
   4.328417   0.173326   0.744333  -0.900000   0.111404   0.073698  -1.118821   3.103929  -0.866696  -0.773617   0.041824   0.775004   0.248837   0.188240   0.000092   0.001440   0.001067  -0.773671   0.040385
   4.345870   0.180044   0.736867  -0.900000   0.091792   0.054088  -1.111151   3.104985  -0.866698  -0.765870   0.041536   0.767252   0.248834   0.189152   0.000021   0.001487   0.001101  -0.765925   0.040050
   4.363323   0.186854   0.729301  -0.900000   0.072632   0.034928  -1.103467   3.106028  -0.866698  -0.758019   0.041253   0.759395   0.248835   0.189980  -0.000054   0.001534   0.001136  -0.758073   0.039720
   4.380776   0.193751   0.721638  -0.900000   0.053907   0.016200  -1.095573   3.106861  -0.866695  -0.750066   0.040973   0.751437   0.248839   0.190720  -0.000133   0.001581   0.001171  -0.750121   0.039393
   4.398230   0.200734   0.713879  -0.900000   0.035601  -0.002111  -1.087677   3.107692  -0.866691  -0.742014   0.040697   0.743381   0.248847   0.191373  -0.000216   0.001629   0.001206  -0.742069   0.039069
   4.415683   0.207799   0.706029  -0.900000   0.017699  -0.020021  -1.079589   3.108330  -0.866684  -0.733867   0.040423   0.735229   0.248858   0.191935  -0.000303   0.001676   0.001242  -0.733922   0.038747
   4.433136   0.214944   0.698090  -0.900000   0.000187  -0.037543  -1.071508   3.108976  -0.866676  -0.725627   0.040152   0.726985   0.248873   0.192406  -0.000394   0.001724   0.001277  -0.725683   0.038428
   4.450590   0.222166   0.690065  -0.900000  -0.016949  -0.054691  -1.063250   3.109444  -0.866665  -0.717298   0.039882   0.718651   0.248891   0.192783  -0.000489   0.001773   0.001313  -0.717355   0.038110
   4.468043   0.229463   0.681958  -0.900000  -0.033722  -0.071478  -1.055007   3.109928  -0.866653  -0.708883   0.039613   0.710232   0.248913   0.193064  -0.000588   0.001821   0.001349  -0.708940   0.037793
   4.485496   0.236831   0.673771  -0.900000  -0.050143  -0.087916  -1.046600   3.110247  -0.866638  -0.700385   0.039346   0.701730   0.248938   0.193247  -0.000690   0.001870   0.001385  -0.700443   0.037477
   4.502949   0.244269   0.665507  -0.900000  -0.066224  -0.104016  -1.038213   3.110587  -0.866622  -0.691807   0.039078   0.693148   0.248967   0.193330  -0.000797   0.001918   0.001421  -0.691867   0.037161
   4.520403   0.251772   0.657170  -0.900000  -0.081975  -0.119789  -1.029673   3.110774  -0.866603  -0.683153   0.038811   0.684490   0.248999   0.193311  -0.000908   0.001967   0.001457  -0.683214   0.036844
   4.537856   0.259339   0.648762  -0.900000  -0.097407  -0.135244  -1.021160   3.110988  -0.866583  -0.674426   0.038543   0.675758   0.249034   0.193187  -0.001024   0.002016   0.001493  -0.674487   0.036527
   4.555309   0.266966   0.640288  -0.900000  -0.112530  -0.150393  -1.012503   3.111057  -0.866560  -0.665628   0.038274   0.666957   0.249073   0.192955  -0.001143   0.002065   0.001530  -0.665691   0.036209
   4.572763   0.274651   0.631749  -0.900000  -0.127352  -0.165243  -1.003876   3.111157  -0.866536  -0.656764   0.038003   0.658088   0.249116   0.192613  -0.001267   0.002114   0.001566  -0.656828   0.035890
   4.590216   0.282390   0.623150  -0.900000  -0.141883  -0.179804  -0.995113   3.111121  -0.866509  -0.647837   0.037731   0.649157   0.249161   0.192156  -0.001395   0.002164   0.001603  -0.647903   0.035569
   4.607669   0.290181   0.614493  -0.900000  -0.156130  -0.194085  -0.986385   3.111119  -0.866481  -0.638849   0.037458   0.640165   0.249211   0.191583  -0.001527   0.002213   0.001639  -0.638917   0.035246
   4.625123   0.298021   0.605782  -0.900000  -0.170102  -0.208092  -0.977528   3.110988  -0.866451  -0.629805   0.037181   0.631117   0.249263   0.190888  -0.001663   0.002262   0.001676  -0.629875   0.034920
   4.642576   0.305907   0.597020  -0.900000  -0.183807  -0.221834  -0.968708   3.110895  -0.866418  -0.620708   0.036902   0.622016   0.249319   0.190068  -0.001804   0.002312   0.001712  -0.620779   0.034592
   4.660029   0.313836   0.588210  -0.900000  -0.197251  -0.235317  -0.959765   3.110679  -0.866384  -0.611561   0.036621   0.612864   0.249378   0.189117  -0.001950   0.002361   0.001749  -0.611634   0.034260
   4.677482   0.321805   0.579356  -0.900000  -0.210442  -0.248550  -0.950862   3.110502  -0.866348  -0.602367   0.036336   0.603666   0.249441   0.188030  -0.002100   0.002411   0.001786  -0.602442   0.033926
   4.694936   0.329811   0.570460  -0.900000  -0.223385  -0.261537  -0.941842   3.110209  -0.866310  -0.593131   0.036047   0.594425   0.249507   0.186801  -0.002254   0.002460   0.001822  -0.593208   0.033588
   4.712389   0.337851   0.561527  -0.900000  -0.236088  -0.274286  -0.932863   3.109957  -0.866270  -0.583854   0.035755   0.585144   0.249576   0.185421  -0.002413   0.002510   0.001859  -0.583934   0.033246
