         360
   gj         fig        sg         vg         ssv        ssv1       ttv        ttp        vg1        xp         yp         sg1        cp
   3.473205   0.000117   0.987108  -0.045065   0.718373   1.005963  -0.259358   1.841140  -0.060081  -0.771790   0.071626   0.806311   0.996390
   3.490659   0.000377   0.982983  -0.080816   0.717841   1.006374  -0.276030   1.866538  -0.107846  -0.770926   0.068657   0.803218   0.988369
   3.508112   0.000783   0.978862  -0.116532   0.717394   1.006822  -0.293140   1.892376  -0.155648  -0.769988   0.065716   0.800132   0.975774
   3.525565   0.001337   0.974746  -0.152204   0.716921   1.007197  -0.310480   1.918442  -0.203466  -0.768977   0.062807   0.797051   0.958602
   3.543018   0.002035   0.970635  -0.187833   0.716457   1.007534  -0.328188   1.944876  -0.251295  -0.767892   0.059931   0.793978   0.936851
   3.560472   0.002880   0.966529  -0.223416   0.716005   1.007834  -0.346209   1.971624  -0.299126  -0.766733   0.057091   0.790910   0.910524
   3.577925   0.003868   0.962429  -0.258946   0.715536   1.008071  -0.364663   1.998805  -0.346941  -0.765500   0.054289   0.787849   0.879632
   3.595378   0.005001   0.958335  -0.294428   0.715086   1.008277  -0.383486   2.026354  -0.394740  -0.764195   0.051528   0.784795   0.844180
   3.612832   0.006277   0.954248  -0.329851   0.714620   1.008420  -0.402843   2.054438  -0.442501  -0.762816   0.048810   0.781747   0.804193
   3.630285   0.007695   0.950167  -0.365218   0.714160   1.008521  -0.422640   2.082962  -0.490221  -0.761363   0.046138   0.778706   0.759683
   3.647738   0.009255   0.946093  -0.400525   0.713702   1.008575  -0.443098   2.112146  -0.537888  -0.759838   0.043515   0.775672   0.710677
   3.665191   0.010955   0.942027  -0.435766   0.713235   1.008572  -0.464111   2.141887  -0.585486  -0.758240   0.040944   0.772645   0.657207
   3.682645   0.012795   0.937968  -0.470945   0.712779   1.008530  -0.485956   2.172458  -0.633014  -0.756569   0.038429   0.769625   0.599293
   3.700098   0.014774   0.933917  -0.506051   0.712312   1.008428  -0.508523   2.203752  -0.680449  -0.754825   0.035972   0.766612   0.536989
   3.717551   0.016891   0.929874  -0.541088   0.711850   1.008282  -0.532192   2.236147  -0.727791  -0.753008   0.033577   0.763606   0.470320
   3.735005   0.019144   0.925841  -0.576044   0.711375   1.008074  -0.556812   2.269493  -0.775016  -0.751118   0.031249   0.760607   0.399350
   3.752458   0.021533   0.921816  -0.610926   0.710904   1.007822  -0.582988   2.304396  -0.822125  -0.749155   0.028992   0.757616   0.324110
   3.769911   0.024057   0.917799  -0.645745   0.710460   1.007546  -0.610453   2.340588  -0.869128  -0.747118   0.026812   0.754632   0.244617
   3.787364   0.026713   0.913795  -0.680447   0.709962   1.007167  -0.640487   2.379349  -0.915944  -0.745005   0.024715   0.751656   0.161047
   3.804818   0.029502   0.909796  -0.715122   0.709546   1.006820  -0.671255   2.418843  -0.962685  -0.742818   0.022707   0.748687   0.073237
   3.822271   0.032422   0.905827  -0.753893   0.714691   1.011985  -0.708276   2.464590  -1.014900  -0.740560   0.020801   0.745732  -0.030021
   3.839724   0.035471   0.901878  -0.789092   0.714910   1.012175  -0.762724   2.527765  -1.062253  -0.738221   0.019036   0.742801  -0.128382
   3.857178   0.038648   0.897884  -0.805700   0.692372   0.989558  -0.825493   2.599261  -1.084525  -0.735748   0.017421   0.739848  -0.176195
   3.874631   0.041953   0.893761  -0.803824   0.648550   0.945608  -0.874423   2.656917  -1.081861  -0.733091   0.015932   0.736802  -0.170424
   3.892084   0.045382   0.889523  -0.800000   0.604017   0.900897  -0.903735   2.694957  -1.076523  -0.730248   0.014507   0.733622  -0.158902
   3.909538   0.048936   0.885098  -0.800000   0.565847   0.862500  -0.926656   2.726604  -1.076279  -0.727248   0.013129   0.730321  -0.158376
   3.926991   0.052612   0.880480  -0.800000   0.529153   0.825530  -0.946733   2.755408  -1.075981  -0.724102   0.011798   0.726905  -0.157736
   3.944444   0.056410   0.875730  -0.800000   0.493832   0.789883  -0.963604   2.781005  -1.075631  -0.720815   0.010512   0.723375  -0.156982
   3.961897   0.060326   0.870837  -0.800000   0.459790   0.755467  -0.977982   2.804110  -1.075228  -0.717393   0.009267   0.719733  -0.156116
   3.979351   0.064361   0.865792  -0.800000   0.426942   0.722195  -0.990292   2.825147  -1.074773  -0.713838   0.008063   0.715980  -0.155137
   3.996804   0.068511   0.860605  -0.800000   0.395213   0.689994  -1.000781   2.844363  -1.074265  -0.710156   0.006897   0.712118  -0.154046
   4.014257   0.072777   0.855273  -0.800000   0.364534   0.658793  -1.009805   2.862113  -1.073706  -0.706348   0.005768   0.708146  -0.152844
   4.031711   0.077155   0.849801  -0.800000   0.334841   0.628531  -1.017450   2.878485  -1.073094  -0.702419   0.004676   0.704068  -0.151531
   4.049164   0.081644   0.844190  -0.800000   0.306079   0.599151  -1.023999   2.893761  -1.072431  -0.698370   0.003619   0.699883  -0.150108
   4.066617   0.086242   0.838441  -0.800000   0.278195   0.570601  -1.029468   2.907956  -1.071717  -0.694204   0.002596   0.695594  -0.148577
   4.084070   0.090948   0.832559  -0.800000   0.251142   0.542833  -1.034088   2.921303  -1.070952  -0.689924   0.001608   0.691201  -0.146937
   4.101524   0.095760   0.826544  -0.800000   0.224876   0.515805  -1.037839   2.933780  -1.070136  -0.685532   0.000654   0.686707  -0.145191
   4.118977   0.100675   0.820400  -0.800000   0.199356   0.489476  -1.040914   2.945582  -1.069270  -0.681030  -0.000267   0.682112  -0.143338
   4.136430   0.105693   0.814128  -0.800000   0.174545   0.463808  -1.043274   2.956669  -1.068354  -0.676421  -0.001155   0.677417  -0.141381
   4.153884   0.110810   0.807731  -0.800000   0.150410   0.438769  -1.045086   2.967207  -1.067389  -0.671706  -0.002011   0.672625  -0.139319
   4.171337   0.116025   0.801213  -0.800000   0.126918   0.414326  -1.046300   2.977148  -1.066375  -0.666888  -0.002835   0.667737  -0.137155
   4.188790   0.121337   0.794573  -0.800000   0.104039   0.390450  -1.047060   2.986634  -1.065312  -0.661968  -0.003628   0.662754  -0.134890
   4.206243   0.126742   0.787816  -0.800000   0.081747   0.367115  -1.047313   2.995614  -1.064201  -0.656948  -0.004388   0.657677  -0.132524
   4.223697   0.132239   0.780945  -0.800000   0.060015   0.344294  -1.047184   3.004212  -1.063043  -0.651832  -0.005118   0.652509  -0.130060
   4.241150   0.137827   0.773961  -0.800000   0.038820   0.321964  -1.046620   3.012375  -1.061838  -0.646619  -0.005817   0.647250  -0.127499
   4.258603   0.143502   0.766867  -0.800000   0.018139   0.300104  -1.045732   3.020213  -1.060586  -0.641314  -0.006485   0.641902  -0.124842
   4.276057   0.149262   0.759666  -0.800000  -0.002047   0.278693  -1.044464   3.027672  -1.059288  -0.635916  -0.007122   0.636467  -0.122090
   4.293510   0.155106   0.752361  -0.800000  -0.021760   0.257711  -1.042917   3.034852  -1.057944  -0.630430  -0.007730   0.630947  -0.119246
   4.310963   0.161032   0.744954  -0.800000  -0.041017   0.237141  -1.041038   3.041699  -1.056556  -0.624855  -0.008308   0.625342  -0.116311
   4.328417   0.167036   0.737448  -0.800000  -0.059835   0.216967  -1.038914   3.048302  -1.055124  -0.619194  -0.008856   0.619656  -0.113286
   4.345870   0.173118   0.729847  -0.800000  -0.078231   0.197171  -1.036497   3.054612  -1.053648  -0.613450  -0.009375   0.613888  -0.110174
   4.363323   0.179274   0.722152  -0.800000  -0.096220   0.177739  -1.033864   3.060705  -1.052129  -0.607624  -0.009865   0.608041  -0.106975
   4.380776   0.185502   0.714367  -0.800000  -0.113816   0.158658  -1.030969   3.066537  -1.050568  -0.601718  -0.010326   0.602117  -0.103692
   4.398230   0.191800   0.706494  -0.800000  -0.131033   0.139914  -1.027882   3.072176  -1.048965  -0.595734  -0.010759   0.596117  -0.100327
   4.415683   0.198166   0.698536  -0.800000  -0.147884   0.121495  -1.024560   3.077581  -1.047321  -0.589674  -0.011164   0.590044  -0.096881
   4.433136   0.204598   0.690497  -0.800000  -0.164380   0.103389  -1.021064   3.082811  -1.045637  -0.583540  -0.011541   0.583898  -0.093356
   4.450590   0.211092   0.682379  -0.800000  -0.180534   0.085585  -1.017355   3.087830  -1.043913  -0.577334  -0.011890   0.577682  -0.089754
   4.468043   0.217647   0.674186  -0.800000  -0.196356   0.068073  -1.013488   3.092689  -1.042150  -0.571057  -0.012213   0.571398  -0.086077
   4.485496   0.224260   0.665919  -0.800000  -0.211857   0.050843  -1.009429   3.097356  -1.040350  -0.564713  -0.012508   0.565046  -0.082327
   4.502949   0.230929   0.657583  -0.800000  -0.227046   0.033886  -1.005223   3.101877  -1.038512  -0.558303  -0.012777   0.558630  -0.078507
   4.520403   0.237651   0.649180  -0.800000  -0.241933   0.017193  -1.000841   3.106222  -1.036637  -0.551828  -0.013020   0.552152  -0.074617
   4.537856   0.244425   0.640713  -0.800000  -0.256526   0.000755  -0.996323   3.110431  -1.034727  -0.545292  -0.013238   0.545612  -0.070660
   4.555309   0.251246   0.632186  -0.800000  -0.270835  -0.015435  -0.991644   3.114478  -1.032782  -0.538696  -0.013430   0.539013  -0.066638
   4.572763   0.258114   0.623602  -0.800000  -0.284866  -0.031385  -0.986837   3.118398  -1.030802  -0.532042  -0.013597   0.532357  -0.062553
   4.590216   0.265025   0.614962  -0.800000  -0.298629  -0.047102  -0.981881   3.122169  -1.028789  -0.525332  -0.013740   0.525646  -0.058408
   4.607669   0.271977   0.606272  -0.800000  -0.312129  -0.062593  -0.976805   3.125819  -1.026744  -0.518569  -0.013859   0.518881  -0.054203
   4.625123   0.278968   0.597534  -0.800000  -0.325374  -0.077863  -0.971590   3.129331  -1.024667  -0.511754  -0.013955   0.512066  -0.049942
   4.642576   0.285994   0.588751  -0.800000  -0.338371  -0.092919  -0.966260   3.132728  -1.022559  -0.504890  -0.014027   0.505202  -0.045627
   4.660029   0.293054   0.579926  -0.800000  -0.351126  -0.107767  -0.960803   3.135997  -1.020421  -0.497979  -0.014077   0.498290  -0.041259
   4.677482   0.300145   0.571063  -0.800000  -0.363645  -0.122412  -0.955234   3.139155  -1.018254  -0.491023  -0.014105   0.491334  -0.036841
   4.694936   0.307264   0.562164  -0.800000  -0.375934  -0.136860  -0.949547   3.142194  -1.016058  -0.484024  -0.014111   0.484335  -0.032375
   4.712389   0.314408   0.553234  -0.800000  -0.387999  -0.151115  -0.943751   3.145125  -1.013835  -0.476985  -0.014097   0.477296  -0.027862
   4.729842   0.321576   0.544274  -0.800000  -0.399845  -0.165182  -0.937844   3.147945  -1.011586  -0.469907  -0.014061   0.470218  -0.023306
   4.747296   0.328764   0.535289  -0.800000  -0.411476  -0.179065  -0.931832   3.150659  -1.009311  -0.462794  -0.014007   0.463104  -0.018708
   4.764749   0.335970   0.526281  -0.800000  -0.422899  -0.192769  -0.925717   3.153270  -1.007011  -0.455646  -0.013932   0.455957  -0.014071
   4.782202   0.343192   0.517254  -0.800000  -0.434117  -0.206298  -0.919497   3.155778  -1.004687  -0.448468  -0.013839   0.448777  -0.009396
   4.799655   0.350426   0.508211  -0.800000  -0.445136  -0.219655  -0.913181   3.158188  -1.002340  -0.441260  -0.013728   0.441568  -0.004685
   4.817109   0.357670   0.499156  -0.800000  -0.455959  -0.232845  -0.906762   3.160495  -0.999971  -0.434025  -0.013600   0.434333   0.000058
   4.834562   0.364922   0.490092  -0.800000  -0.466591  -0.245870  -0.900252   3.162712  -0.997581  -0.426766  -0.013455   0.427072   0.004833
   4.852015   0.372179   0.481021  -0.800000  -0.477036  -0.258734  -0.893640   3.164827  -0.995170  -0.419485  -0.013293   0.419789   0.009636
   4.869469   0.379438   0.471947  -0.800000  -0.487297  -0.271440  -0.886943   3.166856  -0.992740  -0.412184  -0.013116   0.412486   0.014467
   4.886922   0.386696   0.462874  -0.800000  -0.497379  -0.283991  -0.880144   3.168784  -0.990292  -0.404865  -0.012924   0.405165   0.019322
   4.904375   0.393952   0.453804  -0.800000  -0.507285  -0.296390  -0.873265   3.170632  -0.987826  -0.397532  -0.012718   0.397829   0.024200
   4.921828   0.401202   0.444742  -0.800000  -0.517018  -0.308640  -0.866284   3.172378  -0.985343  -0.390187  -0.012498   0.390481   0.029099
   4.939282   0.408444   0.435689  -0.800000  -0.526582  -0.320743  -0.859228   3.174048  -0.982845  -0.382832  -0.012265   0.383122   0.034017
   4.956735   0.415675   0.426650  -0.800000  -0.535980  -0.332701  -0.852070   3.175617  -0.980331  -0.375469  -0.012020   0.375755   0.038951
   4.974188   0.422893   0.417628  -0.800000  -0.545215  -0.344517  -0.844841   3.177114  -0.977804  -0.368102  -0.011764   0.368383   0.043899
   4.991642   0.430094   0.408626  -0.800000  -0.554290  -0.356194  -0.837509   3.178509  -0.975264  -0.360732  -0.011497   0.361008   0.048861
   5.009095   0.437277   0.399647  -0.800000  -0.563208  -0.367732  -0.830110   3.179837  -0.972711  -0.353362  -0.011219   0.353633   0.053833
   5.026548   0.444439   0.390695  -0.800000  -0.571971  -0.379135  -0.822608   3.181062  -0.970148  -0.345995  -0.010933   0.346261   0.058814
   5.044002   0.451578   0.381772  -0.800000  -0.580583  -0.390403  -0.815043   3.182223  -0.967574  -0.338633  -0.010638   0.338893   0.063801
   5.061455   0.458689   0.372882  -0.800000  -0.589046  -0.401540  -0.807374   3.183280  -0.964990  -0.331280  -0.010335   0.331533   0.068794
   5.078908   0.465772   0.364029  -0.800000  -0.597362  -0.412546  -0.799645   3.184278  -0.962398  -0.323936  -0.010025   0.324183   0.073790
   5.096361   0.472824   0.355214  -0.800000  -0.605535  -0.423423  -0.791811   3.185171  -0.959799  -0.316606  -0.009709   0.316846   0.078787
   5.113815   0.479841   0.346442  -0.800000  -0.613565  -0.434172  -0.783920   3.186007  -0.957192  -0.309292  -0.009387   0.309525   0.083783
   5.131268   0.486822   0.337716  -0.800000  -0.621456  -0.444796  -0.775923   3.186737  -0.954580  -0.301996  -0.009060   0.302222   0.088777
   5.148721   0.493764   0.329039  -0.800000  -0.629209  -0.455295  -0.767874   3.187414  -0.951963  -0.294722  -0.008728   0.294940   0.093767
   5.166175   0.500664   0.320414  -0.800000  -0.636828  -0.465671  -0.759716   3.187983  -0.949342  -0.287471  -0.008394   0.287682   0.098750
   5.183628   0.507520   0.311844  -0.800000  -0.644313  -0.475924  -0.751510   3.188503  -0.946717  -0.280247  -0.008057   0.280450   0.103727
   5.201081   0.514329   0.303332  -0.800000  -0.651667  -0.486057  -0.743193   3.188913  -0.944090  -0.273053  -0.007717   0.273247   0.108694
   5.218534   0.521090   0.294882  -0.800000  -0.658892  -0.496070  -0.734830   3.189277  -0.941462  -0.265890  -0.007377   0.266077   0.113650
   5.235988   0.527799   0.286496  -0.800000  -0.665989  -0.505963  -0.726356   3.189529  -0.938833  -0.258763  -0.007036   0.258941   0.118593
   5.253441   0.534453   0.278177  -0.800000  -0.672960  -0.515739  -0.717838   3.189738  -0.936204  -0.251672  -0.006695   0.251843   0.123523
   5.270894   0.541052   0.269930  -0.800000  -0.679808  -0.525398  -0.709207   3.189834  -0.933576  -0.244623  -0.006355   0.244785   0.128436
   5.288348   0.547591   0.261755  -0.800000  -0.686534  -0.534940  -0.700537   3.189890  -0.930950  -0.237616  -0.006016   0.237770   0.133333
   5.305801   0.554069   0.253657  -0.800000  -0.693138  -0.544367  -0.691751   3.189830  -0.928326  -0.230656  -0.005680   0.230801   0.138210
   5.323254   0.560484   0.245639  -0.800000  -0.699624  -0.553679  -0.682928   3.189734  -0.925706  -0.223744  -0.005346   0.223882   0.143068
   5.340708   0.566833   0.237703  -0.800000  -0.705993  -0.562877  -0.673987   3.189520  -0.923091  -0.216884  -0.005017   0.217014   0.147904
   5.358161   0.573113   0.229853  -0.800000  -0.712245  -0.571962  -0.665013   3.189273  -0.920480  -0.210079  -0.004691   0.210201   0.152716
   5.375614   0.579323   0.222091  -0.800000  -0.718383  -0.580933  -0.655918   3.188905  -0.917875  -0.203331  -0.004370   0.203445   0.157505
   5.393067   0.585460   0.214419  -0.800000  -0.724408  -0.589793  -0.646794   3.188507  -0.915277  -0.196643  -0.004055   0.196749   0.162267
   5.410521   0.591522   0.206842  -0.800000  -0.730321  -0.598540  -0.637546   3.187986  -0.912687  -0.190018  -0.003745   0.190117   0.167003
   5.427974   0.597506   0.199362  -0.800000  -0.736124  -0.607176  -0.628272   3.187438  -0.910104  -0.183459  -0.003443   0.183551   0.171710
   5.445427   0.603410   0.191982  -0.800000  -0.741817  -0.615701  -0.618872   3.186765  -0.907531  -0.176968  -0.003147   0.177054   0.176388
   5.462881   0.609233   0.184703  -0.800000  -0.747402  -0.624116  -0.609448   3.186068  -0.904967  -0.170550  -0.002859   0.170629   0.181035
   5.480334   0.614972   0.177529  -0.800000  -0.752881  -0.632420  -0.599896   3.185243  -0.902414  -0.164206  -0.002579   0.164279   0.185650
   5.497787   0.620624   0.170464  -0.800000  -0.758254  -0.640614  -0.590323   3.184396  -0.899871  -0.157939  -0.002308   0.158007   0.190231
   5.515240   0.626188   0.163509  -0.800000  -0.763522  -0.648698  -0.580620   3.183420  -0.897341  -0.151753  -0.002046   0.151815   0.194779
   5.532694   0.631662   0.156666  -0.800000  -0.768688  -0.656673  -0.570898   3.182425  -0.894823  -0.145649  -0.001794   0.145706   0.199291
   5.550147   0.637043   0.149940  -0.800000  -0.773751  -0.664539  -0.561044   3.181297  -0.892319  -0.139632  -0.001551   0.139684   0.203767
   5.567600   0.642330   0.143332  -0.800000  -0.778712  -0.672295  -0.551174   3.180153  -0.889828  -0.133704  -0.001319   0.133751   0.208205
   5.585054   0.647520   0.136844  -0.800000  -0.783574  -0.679943  -0.541168   3.178874  -0.887353  -0.127867  -0.001098   0.127910   0.212606
   5.602507   0.652612   0.130480  -0.800000  -0.788336  -0.687482  -0.531150   3.177582  -0.884892  -0.122125  -0.000887   0.122164   0.216966
   5.619960   0.657603   0.124241  -0.800000  -0.792999  -0.694912  -0.520993   3.176152  -0.882447  -0.116480  -0.000688   0.116516   0.221287
   5.637413   0.662492   0.118129  -0.800000  -0.797565  -0.702233  -0.510826   3.174712  -0.880019  -0.110936  -0.000500   0.110968   0.225566
   5.654867   0.667276   0.112150  -0.800000  -0.802035  -0.709446  -0.500518   3.173131  -0.877609  -0.105495  -0.000324   0.105524   0.229803
   5.672320   0.671954   0.106301  -0.800000  -0.806409  -0.716550  -0.490203   3.171543  -0.875216  -0.100159  -0.000160   0.100186   0.233997
   5.689773   0.676525   0.100589  -0.800000  -0.810688  -0.723546  -0.479744   3.169810  -0.872842  -0.094932  -0.000008   0.094957   0.238148
   5.707227   0.680985   0.095013  -0.800000  -0.814873  -0.730433  -0.469280   3.168073  -0.870486  -0.089817   0.000132   0.089840   0.242254
   5.724680   0.685334   0.089576  -0.800000  -0.818965  -0.737211  -0.458669   3.166189  -0.868151  -0.084816   0.000260   0.084837   0.246314
   5.742133   0.689570   0.084282  -0.800000  -0.822964  -0.743881  -0.448056   3.164303  -0.865836  -0.079932   0.000375   0.079952   0.250329
   5.759587   0.693691   0.079130  -0.800000  -0.826871  -0.750442  -0.437293   3.162266  -0.863541  -0.075167   0.000479   0.075186   0.254297
   5.777040   0.697695   0.074127  -0.800000  -0.830688  -0.756894  -0.426531   3.160230  -0.861268  -0.070525   0.000570   0.070543   0.258217
   5.794493   0.701581   0.069267  -0.800000  -0.834414  -0.763237  -0.415614   3.158040  -0.859017  -0.066008   0.000649   0.066026   0.262090
   5.811946   0.705347   0.064562  -0.800000  -0.838050  -0.769470  -0.404702   3.155854  -0.856789  -0.061619   0.000717   0.061636   0.265913
   5.829400   0.708991   0.060005  -0.800000  -0.841597  -0.775595  -0.393631   3.153510  -0.854583  -0.057360   0.000773   0.057376   0.269688
   5.846853   0.712513   0.055603  -0.800000  -0.845056  -0.781610  -0.382567   3.151173  -0.852401  -0.053234   0.000817   0.053250   0.273412
   5.864306   0.715910   0.051359  -0.800000  -0.848427  -0.787516  -0.371342   3.148674  -0.850243  -0.049243   0.000850   0.049260   0.277086
   5.881760   0.719182   0.047264  -0.800000  -0.851711  -0.793312  -0.360125   3.146184  -0.848110  -0.045391   0.000873   0.045407   0.280709
   5.899213   0.722326   0.043341  -0.800000  -0.854908  -0.798998  -0.348742   3.143528  -0.846002  -0.041679   0.000885   0.041695   0.284281
   5.916666   0.725342   0.039565  -0.800000  -0.858019  -0.804574  -0.337372   3.140884  -0.843919  -0.038110   0.000887   0.038126   0.287800
   5.934119   0.728228   0.035959  -0.800000  -0.861044  -0.810039  -0.325830   3.138070  -0.841863  -0.034686   0.000880   0.034702   0.291267
   5.951573   0.730983   0.032525  -0.800000  -0.863984  -0.815394  -0.314303   3.135269  -0.839832  -0.031410   0.000864   0.031426   0.294682
   5.969026   0.733605   0.029233  -0.800000  -0.866840  -0.820638  -0.302601   3.132293  -0.837829  -0.028284   0.000840   0.028300   0.298042
   5.986479   0.736094   0.026140  -0.800000  -0.869612  -0.825771  -0.290915   3.129334  -0.835853  -0.025310   0.000808   0.025326   0.301349
   6.003933   0.738448   0.023227  -0.800000  -0.872300  -0.830792  -0.279048   3.126194  -0.833905  -0.022491   0.000769   0.022506   0.304602
   6.021386   0.740666   0.020426  -0.800000  -0.874905  -0.835702  -0.267200   3.123072  -0.831985  -0.019829   0.000724   0.019844   0.307801
   6.038839   0.742747   0.017748  -0.800000  -0.877427  -0.840500  -0.255165   3.119764  -0.830094  -0.017325   0.000673   0.017339   0.310944
   6.056293   0.744690   0.015294  -0.800000  -0.879867  -0.845186  -0.243151   3.116476  -0.828232  -0.014982   0.000618   0.014996   0.314033
   6.073746   0.746494   0.013053  -0.800000  -0.882225  -0.849760  -0.230942   3.112995  -0.826399  -0.012803   0.000560   0.012816   0.317065
   6.091199   0.748158   0.011016  -0.800000  -0.884502  -0.854220  -0.218757   3.109536  -0.824596  -0.010788   0.000499   0.010800   0.320042
   6.108652   0.749681   0.009174  -0.800000  -0.886697  -0.858568  -0.206369   3.105875  -0.822823  -0.008940   0.000436   0.008951   0.322963
   6.126106   0.751062   0.007533  -0.800000  -0.888811  -0.862802  -0.194005   3.102238  -0.821080  -0.007260   0.000373   0.007270   0.325827
   6.143559   0.752301   0.006085  -0.800000  -0.890845  -0.866923  -0.181430   3.098389  -0.819369  -0.005751   0.000311   0.005760   0.328635
   6.161012   0.753397   0.004818  -0.800000  -0.892799  -0.870930  -0.168879   3.094565  -0.817688  -0.004414   0.000251   0.004421   0.331386
   6.178466   0.754348   0.003719  -0.800000  -0.894674  -0.874823  -0.156105   3.090518  -0.816039  -0.003251   0.000194   0.003257   0.334080
   6.195919   0.755155   0.002777  -0.800000  -0.896468  -0.878601  -0.143354   3.086493  -0.814422  -0.002263   0.000141   0.002267   0.336716
   6.213372   0.755816   0.001980  -0.800000  -0.898184  -0.882264  -0.130365   3.082230  -0.812837  -0.001451   0.000095   0.001454   0.339295
   6.230825   0.756331   0.001316  -0.800000  -0.899820  -0.885812  -0.117395   3.077987  -0.811285  -0.000818   0.000056   0.000820   0.341816
   6.248279   0.756700   0.000772  -0.800000  -0.901378  -0.889244  -0.104160   3.073479  -0.809766  -0.000364   0.000026   0.000365   0.344280
   6.265732   0.756921   0.000338  -0.800000  -0.902857  -0.892561  -0.090936   3.068982  -0.808279  -0.000091   0.000007   0.000092   0.346685
   6.283185   0.756995   0.000000  -0.800000  -0.904258  -0.895762  -0.077362   3.064134  -0.806826   0.000000   0.000000   0.000000   0.349032
