0	0
-9.9e-05	1.6e-05
-0.000396	6.4e-05
-0.000891	0.000147
-0.001585	0.000265
-0.002477	0.00042
-0.003568	0.000613
-0.004857	0.000847
-0.006344	0.001122
-0.008028	0.001441
-0.009908	0.001804
-0.011985	0.002214
-0.014257	0.002671
-0.016722	0.003179
-0.01938	0.003737
-0.02223	0.004348
-0.025269	0.005014
-0.028497	0.005735
-0.031911	0.006513
-0.03551	0.00735
-0.039292	0.008247
-0.043254	0.009205
-0.047395	0.010227
-0.051712	0.011312
-0.056203	0.012463
-0.060864	0.01368
-0.065694	0.014965
-0.070689	0.01632
-0.075846	0.017744
-0.081162	0.019239
-0.086634	0.020806
-0.092259	0.022446
-0.098033	0.02416
-0.103952	0.025948
-0.110013	0.027811
-0.116211	0.02975
-0.122544	0.031765
-0.129006	0.033857
-0.135594	0.036026
-0.142303	0.038273
-0.149129	0.040596
-0.156068	0.042998
-0.163115	0.045477
-0.170264	0.048033
-0.177512	0.050666
-0.184853	0.053377
-0.192283	0.056163
-0.199796	0.059026
-0.207386	0.061964
-0.21505	0.064976
-0.222781	0.068061
-0.230574	0.071219
-0.238424	0.074448
-0.246324	0.077747
-0.254269	0.081115
-0.262253	0.084549
-0.270271	0.088047
-0.278316	0.091609
-0.286382	0.095231
-0.294463	0.098912
-0.302553	0.102649
-0.310646	0.106438
-0.318735	0.110278
-0.326814	0.114164
-0.334876	0.118095
-0.342914	0.122064
-0.350922	0.12607
-0.358894	0.130107
-0.366821	0.134171
-0.374698	0.138256
-0.382516	0.142357
-0.39027	0.146469
-0.397951	0.150584
-0.405552	0.154696
-0.413066	0.158797
-0.420484	0.162877
-0.4278	0.166928
-0.435005	0.170937
-0.442092	0.174893
-0.449052	0.178782
-0.455877	0.182585
-0.46256	0.186284
-0.469093	0.189847
-0.475467	0.193251
-0.481656	0.196419
-0.487764	0.199211
-0.493982	0.201705
-0.5003	0.20402
-0.506695	0.206186
-0.513155	0.208221
-0.519672	0.210138
-0.526239	0.211946
