0	0.00392247
0.000100285	0.00392052
0.000401138	0.00391792
0.000903049	0.00391465
0.00160701	0.00391073
0.00251238	0.00390614
0.00362032	0.00390089
0.00493038	0.00389496
0.0064426	0.00388837
0.00815655	0.00388112
0.0100713	0.00387322
0.0121884	0.00386464
0.0145059	0.00385541
0.0170227	0.00384551
0.0197386	0.00383498
0.0226534	0.00382378
0.0257645	0.00381192
0.029072	0.00379944
0.0325735	0.00378631
0.0362686	0.00377253
0.0401555	0.00375812
0.0442317	0.00374308
0.0484969	0.00372742
0.0529482	0.00371114
0.0575843	0.00369423
0.0624016	0.00367673
0.0673996	0.00365861
0.0725751	0.0036399
0.0779251	0.00362061
0.0834474	0.00360073
0.0891393	0.00358028
0.0949985	0.00355926
0.101022	0.00353767
0.107205	0.00351553
0.113546	0.00349285
0.12004	0.00346964
0.126686	0.0034459
0.133478	0.00342166
0.140414	0.00339689
0.147489	0.00337165
0.154699	0.00334592
0.162042	0.00331971
0.169513	0.00329304
0.177105	0.00326593
0.184816	0.00323838
0.192642	0.00321041
0.200577	0.00318202
0.208617	0.00315325
0.216756	0.00312409
0.224991	0.00309455
0.233314	0.00306467
0.241723	0.00303444
0.250211	0.00300389
0.258772	0.00297304
0.267402	0.00294189
0.276093	0.00291048
0.284841	0.00287881
0.293639	0.00284691
0.302481	0.00281478
0.311361	0.00278245
0.320272	0.00274995
0.329208	0.0027173
0.338162	0.00268451
0.347127	0.0026516
0.356097	0.00261862
0.365061	0.00258556
0.374015	0.00255248
0.382951	0.00251937
0.391859	0.00248628
0.400732	0.00245324
0.409561	0.00242028
0.418338	0.00238742
0.427051	0.0023547
0.435693	0.00232217
0.444254	0.00228984
0.45272	0.00225778
0.461082	0.00222602
0.469328	0.0021946
0.477444	0.00216359
0.485417	0.00213302
0.49323	0.00210298
0.500868	0.00207352
0.50831	0.00204473
0.515536	0.00201667
0.522488	0.0019896
0.529204	0.00196337
0.535904	0.00193713
0.542633	0.00191071
0.549384	0.00188412
0.556157	0.00185738
0.56295	0.00183049
0.569762	0.00180344
0.576588	0.00177624
0.58343	0.0017489
0.590284	0.00172143
0.597149	0.00169381
0.604021	0.00166607
0.610902	0.0016382
0.617789	0.00161019
0.624678	0.00158208
0.631569	0.00155384
0.638462	0.00152549
0.645351	0.00149702
0.652237	0.00146846
0.659118	0.00143978
0.665991	0.00141101
0.672856	0.00138214
0.67971	0.00135317
0.686551	0.00132411
0.693378	0.00129497
0.700189	0.00126574
0.706982	0.00123643
0.713755	0.00120704
0.720508	0.00117757
0.727236	0.00114803
0.733941	0.0011184
0.740618	0.00108872
0.747267	0.00105896
0.753887	0.00102913
0.760474	0.000999237
0.767028	0.000969279
0.773547	0.000939248
0.780029	0.000909156
0.786473	0.000878997
0.792877	0.000848767
0.799239	0.000818471
0.805558	0.000788099
